,DT,DT_NAME,UNDERTAKING,BUSINESS_UNIT,FEEDER_NO,FEEDER_NAME
6425,1000255426,11-AgegeINJ-T3-Oyemekun-28 AJIBODU  STREET,IFAKO,IKEJA,1070842,OYEMEKUN
282,1001610830,11-Oke IraINJ-T1-Nob Oluwa-WILLIAMS ESTATE,OKE-IRA,IKEJA,1069246,NOB OLUWA
794,1001605045,11-OpebiINJ-T1-Olusosun-ADEMOLA ALABI,OREGUN,IKEJA,1070924,OLUSOSUN
2842,1000534926,11-OjoduINJ-T2-River Valley-WAKATI ADURA,OJODU,IKEJA,1069093,RIVER VALLEY
3354,1000283448,11-Oke IraINJ-T2-Kayode-14 OLADELE KADIRI,OGBA,IKEJA,1069288,KAYODE
4890,1000266450,11-Oke IraINJ-T1-Nob Oluwa-32 HVDS OGUNDELE AVENUE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5146,1000262466,11-AgegeINJ-T3-Oyemekun-4 QUADRIS STREET II,IFAKO,IKEJA,1070842,OYEMEKUN
5658,1000259860,11-Oke IraINJ-T2-Kayode-35 ADERINTO STREET,IFAKO,IKEJA,1069288,KAYODE
6426,1000255423,11-AgegeINJ-T3-Oyemekun-22 AJIBODU  STREET,IFAKO,IKEJA,1070842,OYEMEKUN
8474,1000227368,11-New AlausaINJ-T6-Awolowo-ORITSHE II,PTC,IKEJA,1070774,AWOLOWO 
795,1001605043,11-OpebiINJ-T1-Salvation-METHODIST CHURCH (AKA Abel Oreniyi),OREGUN,IKEJA,1070920,SALVATION
1051,1001601874,11-Oke IraINJ-T2-Kayode-35 MOYO AGORO STREET,IFAKO,IKEJA,1069288,KAYODE
2843,1000534924,11-OjoduINJ-T2-River Valley-OLUTAYO ALAO I,OJODU,IKEJA,1069093,RIVER VALLEY
3355,1000283446,11-OgbaINJ-T1-Ijaye-BLK 41 IJAIYE MEDIUM,OGBA,IKEJA,1079549,IJAIYE
3611,1000281925,11-Oke IraINJ-T2-Abiodun Jagun-22B HVDS YUSUF STR,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
4123,1000279982,11-AgegeINJ-T3-Oyemekun-20 HARMONY CLOSE,IFAKO,IKEJA,1070842,OYEMEKUN
4891,1000265856,11-Oke IraINJ-T1-Nob Oluwa-15 HVDS  FEMI JEFERSON,OKE-IRA,IKEJA,1069246,NOB OLUWA
5147,1000262464,11-AgegeINJ-T3-Oyemekun-13 QUADRIS STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5659,1000259857,11-Oke IraINJ-T2-Kayode-8 FADIPE STREET,IFAKO,IKEJA,1069288,KAYODE
6427,1000255420,11-AgegeINJ-T3-Oyemekun-21 AJIBODU  STREET,IFAKO,IKEJA,1070842,OYEMEKUN
796,1001605041,11-OpebiINJ-T1-Salvation-HENRY ADEFOWOPE,OREGUN,IKEJA,1070920,SALVATION
2844,1000534922,11-OjoduINJ-T2-River Valley-OLUTAYO ALAO II,OJODU,IKEJA,1069093,RIVER VALLEY
3356,1000284112,11-Oke IraINJ-T1-Nob Oluwa-BLK 7 CIVILIAN AND POLICE BARRACKS HVDS,OGBA,IKEJA,1069246,NOB OLUWA
3612,1000281922,11-Oke IraINJ-T2-Abiodun Jagun-22 HVDS YUSUF STR,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
4892,1000265853,11-Oke IraINJ-T1-Nob Oluwa-4 HVDS OGO OLUWA,OKE-IRA,IKEJA,1069246,NOB OLUWA
5148,1000262459,11-AgegeINJ-T3-Oyemekun-2 QUADRIS STREET I,IFAKO,IKEJA,1070842,OYEMEKUN
5660,1000259854,11-Oke IraINJ-T2-Kayode-17 ADERINTO STREET,IFAKO,IKEJA,1069288,KAYODE
6428,1000255417,11-AgegeINJ-T3-Oyemekun-16 AJIBODU  STREET,IFAKO,IKEJA,1070842,OYEMEKUN
285,1001610820,11-Oke IraINJ-T1-Nob Oluwa-OTUNLA 300,OKE-IRA,IKEJA,1069246,NOB OLUWA
797,1001606416,11-PTCINJ-T1-Opebi-SULE ABUKA II,PTC,IKEJA,1070945,PTC-OPEBI
4381,1000273521,11-Oke IraINJ-T1-Nob Oluwa-4 HVDS  BAKARE,OKE-IRA,IKEJA,1069246,NOB OLUWA
4893,1000265847,11-Oke IraINJ-T1-Nob Oluwa-5 HVDS ODO CLOSE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5149,1000262737,11-AgegeINJ-T3-Oyemekun-17 MOJISOLA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5661,1000259851,11-Oke IraINJ-T2-Kayode-20 ADERINTO STREET,IFAKO,IKEJA,1069288,KAYODE
6429,1000255414,11-AgegeINJ-T3-Oyemekun-11 AJIBODU  STREET,IFAKO,IKEJA,1070842,OYEMEKUN
798,1001606414,11-PTCINJ-T1-Opebi-SULE ABUKA I,PTC,IKEJA,1070945,PTC-OPEBI
1054,1001601858,11-OgbaINJ-T1-Ijaye-STADIUM 2,OGBA,IKEJA,1079549,IJAIYE
4126,1000279966,11-Oke IraINJ-T2-Abiodun Jagun-19B-HVDS  SUNMONU,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
4382,1000273519,11-Oke IraINJ-T1-Nob Oluwa-HVDS ODOBO,OKE-IRA,IKEJA,1069246,NOB OLUWA
4894,1000265845,11-Oke IraINJ-T1-Nob Oluwa-1 HVDS ODO CLOSE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5150,1000262416,11-AgegeINJ-T3-Oyemekun-1 GBAGBA CRESCENT,IFAKO,IKEJA,1070842,OYEMEKUN
799,1001606412,11-PTCINJ-T1-Opebi-OLAYINKA BAMGBOSE,PTC,IKEJA,1070945,PTC-OPEBI
4127,1000279522,11-Oke IraINJ-T2-Abiodun Jagun-45 HVDS AYO ALABI,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
4383,1000273515,11-Oke IraINJ-T1-Nob Oluwa-21 HVDS OLAYIWOLA ADENLE,OKE-IRA,IKEJA,1069246,NOB OLUWA
4895,1000265843,11-Oke IraINJ-T1-Nob Oluwa-18 HVDS OGUNDELE AVENUE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5151,1000262390,11-AgegeINJ-T3-Oyemekun-11 MOJISOLA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5663,1000259845,11-Oke IraINJ-T2-Kayode-24 ADERINTO STREET,IFAKO,IKEJA,1069288,KAYODE
288,1001612554,11-Oke IraINJ-T1-Nob Oluwa-OGO OLUWA 500,OKE-IRA,IKEJA,1069246,NOB OLUWA
800,1001606410,11-PTCINJ-T1-Opebi-MOUNTED TROOP,PTC,IKEJA,1070945,PTC-OPEBI
3360,1000283411,11-OgbaINJ-T1-Ijaye-BLK 1 IJAIYE MEDIUM,OGBA,IKEJA,1079549,IJAIYE
4128,1000279961,11-Oke IraINJ-T2-Abiodun Jagun-2 HVDS  OLADIPO,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
4384,1000273505,11-Oke IraINJ-T1-Nob Oluwa-22 HVDS APATA,OKE-IRA,IKEJA,1069246,NOB OLUWA
4896,1000265841,11-Oke IraINJ-T1-Nob Oluwa-26 HVDS OGUNDELE AVENUE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5152,1000262384,11-AgegeINJ-T3-Oyemekun-65 MOJISOLA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
289,1001612550,11-Oke IraINJ-T1-Nob Oluwa-LSDPC ABISOGUN 500KVA,OGBA,IKEJA,1069246,NOB OLUWA
545,1001611462,11-OjoduINJ-T2-Express-TAIWO ISHOLA,OBA AKRAN,IKEJA,1070347,EXPRESS IKEJA
801,1001606408,11-PTCINJ-T1-Opebi-HIGHWAY PATROL II,PTC,IKEJA,1070945,PTC-OPEBI
3361,1000283800,11-OgbaINJ-T1-Ijaye-BLK 34-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3617,1000282087,11-Oke IraINJ-T1-Nob Oluwa-3 HVDS  OJEH,OKE-IRA,IKEJA,1069246,NOB OLUWA
4897,1000265839,11-Oke IraINJ-T1-Nob Oluwa-28 HVDS OGUNDELE AVENUE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5153,1000262729,11-AgegeINJ-T3-Oyemekun-5 AFILAKA ABOABA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5409,1000260973,48 NELSON COLE STR,IFAKO,IKEJA,1070846,IJU ROAD
546,1001610542,11-OjoduINJ-T2-Express-OLALEKE TAIWO,OJODU,IKEJA,1070347,EXPRESS IKEJA
802,1001606406,11-PTCINJ-T1-Opebi-HIGHWAY PATROL I,PTC,IKEJA,1070945,PTC-OPEBI
1058,1001601846,11-OgbaINJ-T1-Ijaye-SHOBOWALE 500KVA,OGBA,IKEJA,1079549,IJAIYE
3362,1000283429,BLOCK  SOGUNRO ESTATE,OGBA,IKEJA,1069288,KAYODE
4898,1000265837,11-Oke IraINJ-T1-Nob Oluwa-16 HVDS OGUNDELE AVENUE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5154,1000262739,11-AgegeINJ-T3-Oyemekun-6 AJAKAYE STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5410,1000260971,11-AgegeINJ-T3-Oyemekun-35 OLUFEMI AJAYI STREET,IFAKO,IKEJA,1070842,OYEMEKUN
547,1001610538,11-OjoduINJ-T2-Express-IYA SUNA,OJODU,IKEJA,1070347,EXPRESS IKEJA
803,1001606404,11-PTCINJ-T1-Opebi-EDOBOR,PTC,IKEJA,1070945,PTC-OPEBI
3363,1000283426,11-OgbaINJ-T1-Ijaye-BLK 6B-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3619,1000282073,11-Oke IraINJ-T1-Nob Oluwa-15 HVDS  FADUNSI,OKE-IRA,IKEJA,1069246,NOB OLUWA
5155,1000262734,11-AgegeINJ-T3-Oyemekun-50 MOJISOLA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
7203,1000245089,11-PTCINJ-T3-Oba Akinjobi-REV. OGUNBIYI,PTC,IKEJA,1070937,PTC-OBA AKINJOBI
292,1001612546,11-Oke IraINJ-T1-Nob Oluwa-HVDS SAMUEL ABEGUNDE,OKE-IRA,IKEJA,1069246,NOB OLUWA
804,1001606402,11-PTCINJ-T3-General Hospital-OLADIPO BATEYE I,PTC,IKEJA,1070941,PTC-GENERAL HOSPITAL
2852,1000533426,11-Oke IraINJ-T2-Kayode-OPP 2 ADENIKAN SALAKO,OGBA,IKEJA,1069288,KAYODE
3364,1000283423,11-OgbaINJ-T1-Ijaye-BLK 83-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3620,1000282069,11-Oke IraINJ-T1-Nob Oluwa-8 HVDS APATA,OKE-IRA,IKEJA,1069246,NOB OLUWA
4132,1000279979,11-Oke IraINJ-T2-Abiodun Jagun-8 HVDS  OLA,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
5156,1000262387,11-AgegeINJ-T3-Oyemekun-60 MOJISOLA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5412,1000261147,11-AgegeINJ-T1-Iju Road-2 TAQWA CRESCENT,IFAKO,IKEJA,1070846,IJU ROAD
7204,1000245086,11-SecretariatINJ-T1-Omole-MUYIBAT OYEFUSI,OBA AKRAN,IKEJA,1079205,OMOLE
805,1001605039,11-OpebiINJ-T1-Salvation-GAFARI BALOGUN,OREGUN,IKEJA,1070920,SALVATION
2853,1000533423,11-OpebiINJ-T1-Olusosun-FIRST BANK,OREGUN,IKEJA,1070924,OLUSOSUN
3365,1000283420,11-OgbaINJ-T1-Ijaye-BLK 9 -HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3621,1000282066,11-Oke IraINJ-T1-Nob Oluwa-38 HVDS APATA,OKE-IRA,IKEJA,1069246,NOB OLUWA
4133,1000279972,11-Oke IraINJ-T2-Abiodun Jagun-15 HVDS  OLADIPO,OKE-IRA,IKEJA,1069292,ABIODUN JAGUN
5157,1000262382,11-AgegeINJ-T3-Oyemekun-4 OMOAKIN STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5413,1000261145,11-AgegeINJ-T1-Iju Road-1 JOSEPH CAMBELL,IFAKO,IKEJA,1070846,IJU ROAD
7205,1000241005,11-OjoduINJ-T2-Express-OMOLE LSDPC,OBA AKRAN,IKEJA,1070347,EXPRESS IKEJA
806,1001605037,11-OpebiINJ-T1-Salvation-CHURCH STREET,OREGUN,IKEJA,1070920,SALVATION
2854,1000532964,11-Oke IraINJ-T2-Kayode-ADARANIJO,OGBA,IKEJA,1069288,KAYODE
5158,1000262731,11-AgegeINJ-T3-Oyemekun-6 OMOAKIN STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5414,1000261131,11-AgegeINJ-T1-Iju Road-6 COLLEGE ROAD,IFAKO,IKEJA,1070846,IJU ROAD
5670,1000259487,11-Oke IraINJ-T2-Kayode-58  KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
7206,1000240986,11-PTCINJ-T3-Olowu-MORENIKEJI,PTC,IKEJA,1070933,PTC-OLOWU
295,1001612538,11-Oke IraINJ-T1-Nob Oluwa-HVDS AYO ALABI 31B,OKE-IRA,IKEJA,1069246,NOB OLUWA
807,1001605035,11-OpebiINJ-T1-Salvation-ADARAMOLA OSANYINTOLA,OREGUN,IKEJA,1070920,SALVATION
2855,1000532961,11-OgbaINJ-T2-Mangoro-ASHADE 500KVA,OGBA,IKEJA,1079557,MANGORO
5159,1000262378,11-AgegeINJ-T3-Oyemekun-2 EMMANUEL OLORUNFEMI STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5415,1000260930,11-AgegeINJ-T3-Oyemekun-9 OLUFEMI AJAYI STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5671,1000259485,11-Oke IraINJ-T2-Kayode-44 KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
552,1001610528,11-OjoduINJ-T2-Express-AKIODE,OJODU,IKEJA,1070347,EXPRESS IKEJA
808,1001605033,11-OpebiINJ-T1-Agbaoku-WOLE OGUNJIMI,OREGUN,IKEJA,1070916,AGBAOKU
2856,1000532958,11-OgbaINJ-T1-Ijaye-ASHAOLU,OGBA,IKEJA,1079549,IJAIYE
3368,1000283803,11-OgbaINJ-T1-Ijaye-BLK 11-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3624,1000282187,11-AgegeINJ-T3-Oyemekun-9 OYEMEKUN STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5160,1000262359,11-AgegeINJ-T3-Oyemekun-3 FALEKE,IFAKO,IKEJA,1070842,OYEMEKUN
5672,1000259483,11-Oke IraINJ-T2-Kayode-52 KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
6696,1000254635,11-OgbaINJ-T3-Agege-INUOBIMI 500KVA SS,IFAKO,IKEJA,1070899,AGEGE
809,1001605031,11-OpebiINJ-T1-Agbaoku-SALVATION 1,OREGUN,IKEJA,1070916,AGBAOKU
2857,1000532955,11-OgbaINJ-T1-Ijaye-OLUFUNMILAYO - BOLODEOKU,OGBA,IKEJA,1079549,IJAIYE
3369,1000283406,11-OgbaINJ-T1-Ijaye-BLK 85-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
5161,1000262726,11-AgegeINJ-T3-Oyemekun-1 AFILAKA ABOABA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5673,1000259481,11-Oke IraINJ-T2-Kayode-7 SULAIMON CLOSE,IFAKO,IKEJA,1069288,KAYODE
6697,1000254633,11-OgbaINJ-T3-Agege-ADESHOLA AKANDE 500 KVA SS,IFAKO,IKEJA,1070899,AGEGE
810,1001605029,11-OpebiINJ-T1-Agbaoku-REGINA OMOLARA,OREGUN,IKEJA,1070916,AGBAOKU
2858,1000532952,POLICE HIGHWAY ,PTC,IKEJA,1070945,PTC-OPEBI
3370,1000283743,11-OgbaINJ-T1-Ijaye-BLK 18-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3882,1000280514,11-Oke IraINJ-T2-Kayode-LIBRARY ALH SARU HVDS 25KVA,OGBA,IKEJA,1069288,KAYODE
5162,1000262356,11-AgegeINJ-T3-Oyemekun-3 ADEEKO STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5418,1000261174,11-AgegeINJ-T1-Iju Road-7 TAQWA CRESCENT,IFAKO,IKEJA,1070846,IJU ROAD
5674,1000259479,11-Oke IraINJ-T2-Kayode-12 KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
299,1001612532,11-Oke IraINJ-T1-Nob Oluwa-HVDS  ALADESHE,OKE-IRA,IKEJA,1069246,NOB OLUWA
555,1001610520,11-OjoduINJ-T2-Express-ABIGI,OJODU,IKEJA,1070347,EXPRESS IKEJA
811,1001605027,11-OpebiINJ-T1-Agbaoku-OSHO,OREGUN,IKEJA,1070916,AGBAOKU
1067,1001601822,11-OgbaINJ-T1-Ijaye-Sakamori II GROUNDMOUNTED  MEDIUM I,OGBA,IKEJA,1079549,IJAIYE
2859,1000532949,11-Oke IraINJ-T2-Thomas Salako-THOMAS SALAKO 300 KVA SS,IFAKO,IKEJA,1069281,OKEIRA-THOMAS SALAKO
3627,1000282180,11-AgegeINJ-T3-Oyemekun-8 ADEKOYA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
3883,1000280507,11-Oke IraINJ-T2-Kayode-OLUWOLE CENTRAL MOSQUE,OGBA,IKEJA,1069288,KAYODE
5163,1000262354,11-AgegeINJ-T3-Oyemekun-5 OSUNKEYE STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5675,1000259477,11-Oke IraINJ-T2-Kayode-8 SULAIMON CLOSE,IFAKO,IKEJA,1069288,KAYODE
6699,1000254627,11-OgbaINJ-T3-Agege-EGBATED0 500KVA,OGBA,IKEJA,1070899,AGEGE
556,1001610518,11-OjoduINJ-T1-Ojodu-IVIENAGBOR,OJODU,IKEJA,1070351,OJODU
812,1001605938,11-PTCINJ-T2-Awuse-OBA LADEJOBI,PTC,IKEJA,1070562,PTC-MAFOLUKU/AWUSE
2860,1000532945,11-Oke IraINJ-T2-Thomas Salako-DELLY 500 KVA  S/S,IFAKO,IKEJA,1069281,OKEIRA-THOMAS SALAKO
3372,1000283738,11-OgbaINJ-T1-Ijaye-BLK 20-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3628,1000282050,11-AgegeINJ-T3-Oyemekun-5 ADEKOYA STREET,IFAKO,IKEJA,1070842,OYEMEKUN
3884,1000280502,11-Oke IraINJ-T2-Kayode-BLK 2 ITF QTRS SHOGUNRO HVDS 25KVA,OGBA,IKEJA,1069288,KAYODE
5164,1000262351,11-AgegeINJ-T3-Oyemekun-2 ADEEKO STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5420,1000261140,11-AgegeINJ-T1-Iju Road-9 JOSEPH CAMBELL,IFAKO,IKEJA,1070846,IJU ROAD
6700,1000254441,11-OgbaINJ-T3-Agege-COUNTY ESTATE  3,IFAKO,IKEJA,1070899,AGEGE
813,1001605936,11-PTCINJ-T2-Awuse-MICHAEL OTEDOLA,PTC,IKEJA,1070562,PTC-MAFOLUKU/AWUSE
5165,1000262348,11-AgegeINJ-T3-Oyemekun-1 ADEEKO STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5421,1000260967,11-AgegeINJ-T1-Iju Road- SAND CLOSE 4,IFAKO,IKEJA,1070846,IJU ROAD
5677,1000259803,11-Oke IraINJ-T2-Kayode-54 KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
7213,1000241014,11-Adekunle FajuyiINJ-T1-Isaac John-LADOKE AKINTOLA I,PTC,IKEJA,1091868,ISAAC JOHN FEEDER
814,1001605934,11-PTCINJ-T2-Medical-OSUNDAIRO,PTC,IKEJA,1070558,PTC-MEDICAL
5166,1000262320,11-AgegeINJ-T3-Oyemekun-2 FALEKE,IFAKO,IKEJA,1070842,OYEMEKUN
6702,1000254435,11-OgbaINJ-T3-Agege-COUNTY ESTATE  2,IFAKO,IKEJA,1070899,AGEGE
7214,1000241011,11-OjoduINJ-T2-Express-KOTCO,OJODU,IKEJA,1070347,EXPRESS IKEJA
559,1001610512,11-OjoduINJ-T1-Ojodu-GBOLAHAN OWOLABI,OJODU,IKEJA,1070351,OJODU
3375,1000283746,11-OgbaINJ-T1-Ijaye-BLK 27-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
5167,1000262317,11-AgegeINJ-T3-Oyemekun-1 FALEKE,IFAKO,IKEJA,1070842,OYEMEKUN
5423,1000260960,11-AgegeINJ-T1-Iju Road-52 IJU ROAD,IFAKO,IKEJA,1070846,IJU ROAD
5679,1000259475,11-Oke IraINJ-T2-Kayode-3 FADARE STREET,IFAKO,IKEJA,1069288,KAYODE
6959,1000246734,PASSPORT OFFICE,PTC,IKEJA,1070941,PTC-GENERAL HOSPITAL
7215,1000241002,11-OjoduINJ-T2-Express-LOLA HOLLOWAY,OBA AKRAN,IKEJA,1070347,EXPRESS IKEJA
304,1001610774,11-Oke IraINJ-T1-Nob Oluwa-HVDS   AYO ALABI,OKE-IRA,IKEJA,1069246,NOB OLUWA
816,1001605930,11-PTCINJ-T2-Medical-OSHITELU,PTC,IKEJA,1070558,PTC-MEDICAL
1072,1001601802,11-OgbaINJ-T1-Ijaye-MORONFOLU 500KVA,OGBA,IKEJA,1079549,IJAIYE
2608,1001212432,11-PTCINJ-T2-Medical-OLA AYENI,PTC,IKEJA,1070558,PTC-MEDICAL
3376,1000283403,11-OgbaINJ-T1-Ijaye-BLK 42-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
3888,1000281010,11-Oke IraINJ-T2-Kayode-BLK 10/11 SHOGUNRO HVDS 25KVA,OGBA,IKEJA,1069288,KAYODE
5424,1000260957,11-AgegeINJ-T1-Iju Road-11 JOSEPH CAMBELL,IFAKO,IKEJA,1070846,IJU ROAD
5680,1000259473,11-Oke IraINJ-T2-Kayode-32 KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
6704,1000254618,11-OgbaINJ-T3-Agege-COUNTY ESTATE   1,IFAKO,IKEJA,1070899,AGEGE
7216,1000245083,11-PTCINJ-T3-Olowu-OLUWALEYIMU II,PTC,IKEJA,1070933,PTC-OLOWU
561,1001610508,11-OjoduINJ-T1-Ojodu-AINA II,OJODU,IKEJA,1070351,OJODU
2609,1001212429,11-PTCINJ-T2-Medical-OLAIDE TOMORI,PTC,IKEJA,1070558,PTC-MEDICAL
3377,1000283401,11-OgbaINJ-T1-Ijaye-BLK 17-HVDS PHASE 1,OGBA,IKEJA,1079549,IJAIYE
5169,1000262661,11-AgegeINJ-T3-Oyemekun-3 OWONIKOKO CLOSE,IFAKO,IKEJA,1070842,OYEMEKUN
5425,1000260955,11-AgegeINJ-T1-Iju Road-12 TAQWA CRESCENT,IFAKO,IKEJA,1070846,IJU ROAD
7217,1000240999,11-PTCINJ-T3-Olowu-BISI OGABI,PTC,IKEJA,1070933,PTC-OLOWU
818,1001605926,11-PTCINJ-T2-Medical-MEDICAL II,PTC,IKEJA,1070558,PTC-MEDICAL
2610,1001210998,11-PTCINJ-T2-Medical-POST OFFICE,PTC,IKEJA,1070558,PTC-MEDICAL
3378,1000283735,11-OgbaINJ-T1-Ijaye-BLK 40 IJAIYE MEDIUM,OGBA,IKEJA,1079549,IJAIYE
3890,1000281007,11-Oke IraINJ-T2-Kayode-BLK 9 SOGUNRO ESTATE,OGBA,IKEJA,1069288,KAYODE
5170,1000262659,11-AgegeINJ-T3-Oyemekun-4 OWONIKOKO,IFAKO,IKEJA,1070842,OYEMEKUN
5682,1000259469,11-Oke IraINJ-T2-Kayode-14 FADARE STREET,IFAKO,IKEJA,1069288,KAYODE
6962,1000246690,11-SecretariatINJ-T1-Estate-IXORA (MKO GARDEN 1),OBA AKRAN,IKEJA,1064344,ESTATE
7218,1000245079,11-PTCINJ-T3-Olowu-BAYODE OLUWOLE,PTC,IKEJA,1070933,PTC-OLOWU
7474,1000238841,OREGUN,OREGUN,IKEJA,1074349,KUDIRAT
563,1001610504,11-OjoduINJ-T1-Ojodu-ABIODUN ADEYEMI,OJODU,IKEJA,1070351,OJODU
819,1001605924,11-PTCINJ-T2-Medical-MEDICAL I,PTC,IKEJA,1070558,PTC-MEDICAL
1075,1001604408,11-Oke IraINJ-T2-Thomas Salako-ADEYERI,IFAKO,IKEJA,1069281,OKEIRA-THOMAS SALAKO
2355,1001595961,11-SecretariatINJ-T1-Estate-ADONAI COURT,OBA AKRAN,IKEJA,1064344,ESTATE
5171,1000262312,11-AgegeINJ-T3-Oyemekun-4 ADEEKO STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5427,1000260949,11-AgegeINJ-T1-Iju Road-7 JOSEPH CAMBELL,IFAKO,IKEJA,1070846,IJU ROAD
7219,1000245076,11-PTCINJ-T3-Olowu-FADEYI,PTC,IKEJA,1070933,PTC-OLOWU
2868,1000532415,11-OgbaINJ-T1-Ijaye-GROUNDMOUNTED  MEDIUM - LIVINg PROOF CHURCH,OGBA,IKEJA,1079549,IJAIYE
5172,1000262309,11-AgegeINJ-T3-Oyemekun-8 AYEDOGBON CLOSE,IFAKO,IKEJA,1070842,OYEMEKUN
5428,1000260947,11-AgegeINJ-T1-Iju Road-76 IJU ROAD,IFAKO,IKEJA,1070846,IJU ROAD
5684,1000259465,11-Oke IraINJ-T2-Kayode-22 KAYODE STREET,IFAKO,IKEJA,1069288,KAYODE
7220,1000240997,11-PTCINJ-T3-Olowu-ADESHINA,PTC,IKEJA,1070933,PTC-OLOWU
821,1001605920,11-PTCINJ-T2-Medical-MASCO,PTC,IKEJA,1070558,PTC-MEDICAL
1077,1001604404,11-Oke IraINJ-T2-Thomas Salako-8 OKEBOLA II,IFAKO,IKEJA,1069281,OKEIRA-THOMAS SALAKO
4917,1000266268,11-New AlausaINJ-T6-Aromire-SIYANBOLA,ANIFOWOSHE,IKEJA,1079197,AROMIRE
5173,1000262656,11-AgegeINJ-T3-Oyemekun-5 AYEDOGBON CLOSE,IFAKO,IKEJA,1070842,OYEMEKUN
5429,1000260943,11-AgegeINJ-T1-Iju Road-27B AFRICAN CHURCH,IFAKO,IKEJA,1070846,IJU ROAD
5685,1000259462,KAYODE_10 FADARE STR,IKEJA,IKEJA,1069288,KAYODE
6965,1000246687,11-SecretariatINJ-T2-Agidingbi-ADEBOWALE,OBA AKRAN,IKEJA,1064340,AGIDINGBI
7221,1000240995,11-PTCINJ-T3-Olowu-AMORE,PTC,IKEJA,1070933,PTC-OLOWU
1078,1001603958,11-OgbaINJ-T1-Ijaye-HVDS (KEKE)-BLK 64,OGBA,IKEJA,1079549,IJAIYE
3894,1000280487,11-Oke IraINJ-T2-Kayode-BLK 5 SHOGUNRO HVDS 25KVA,OGBA,IKEJA,1069288,KAYODE
4406,1000273517,11-Oke IraINJ-T1-Nob Oluwa-17 HVDS OLAYIWOLA ADENLE,OKE-IRA,IKEJA,1069246,NOB OLUWA
5174,1000262654,11-AgegeINJ-T3-Oyemekun-4 OSUNKEYE STREET,IFAKO,IKEJA,1070842,OYEMEKUN
5430,1000260941,11-AgegeINJ-T1-Iju Road-4 TAQWA CRESCENT,IFAKO,IKEJA,1070846,IJU ROAD
7222,1000240993,11-Oke IraINJ-T2-Thomas Salako-GOSPEL CRUSADER 500 KVA SS,IFAKO,IKEJA,1069281,OKEIRA-THOMAS SALAKO
567,1001610496,11-OjoduINJ-T1-King Avenue-OLUWAKEMI,OJODU,IKEJA,1070355,KINGS AVENUE
823,1001605916,11-PTCINJ-T2-Medical-KODESHO,PTC,IKEJA,1070558,PTC-MEDICAL
4407,1000273512,11-Oke IraINJ-T1-Nob Oluwa-HVDS  APATA,OKE-IRA,IKEJA,1069246,NOB OLUWA
